,predus_fpr,predus_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr,xgboost_fpr,xgboost_tpr
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0025954198473282443,0.04643962848297214,0.004580152671755725,0.04489164086687306,0.001984732824427481,0.02786377708978328,0.0,0.0015479876160990713,0.0,0.0015479876160990713,0.0,0.0015479876160990713,0.0,0.0015479876160990713
2,0.0025954198473282443,0.04953560371517028,0.018778625954198474,0.14860681114551083,0.002137404580152672,0.02786377708978328,0.0,0.009287925696594427,0.0,0.009287925696594427,0.0,0.009287925696594427,0.0,0.01393188854489164
3,0.002900763358778626,0.04953560371517028,0.02900763358778626,0.22291021671826625,0.002137404580152672,0.029411764705882353,0.0004580152671755725,0.009287925696594427,0.0004580152671755725,0.009287925696594427,0.00015267175572519084,0.009287925696594427,0.00015267175572519084,0.01393188854489164
4,0.0030534351145038168,0.04953560371517028,0.03557251908396947,0.29566563467492263,0.0022900763358778627,0.029411764705882353,0.0004580152671755725,0.017027863777089782,0.0004580152671755725,0.017027863777089782,0.00015267175572519084,0.010835913312693499,0.00015267175572519084,0.029411764705882353
5,0.003969465648854962,0.06037151702786378,0.04030534351145038,0.34055727554179566,0.0022900763358778627,0.030959752321981424,0.0006106870229007634,0.017027863777089782,0.0006106870229007634,0.017027863777089782,0.0003053435114503817,0.010835913312693499,0.0003053435114503817,0.029411764705882353
6,0.004274809160305344,0.06037151702786378,0.046412213740458015,0.37306501547987614,0.0024427480916030535,0.030959752321981424,0.0006106870229007634,0.021671826625386997,0.0006106870229007634,0.018575851393188854,0.0003053435114503817,0.01238390092879257,0.0003053435114503817,0.032507739938080496
7,0.004274809160305344,0.06191950464396285,0.05099236641221374,0.3978328173374613,0.0024427480916030535,0.03715170278637771,0.0007633587786259542,0.021671826625386997,0.0007633587786259542,0.018575851393188854,0.0004580152671755725,0.01238390092879257,0.0003053435114503817,0.03560371517027864
8,0.0044274809160305345,0.06191950464396285,0.05465648854961832,0.4148606811145511,0.0025954198473282443,0.03715170278637771,0.0007633587786259542,0.02476780185758514,0.0007633587786259542,0.020123839009287926,0.0004580152671755725,0.015479876160990712,0.0003053435114503817,0.03869969040247678
9,0.0044274809160305345,0.06346749226006192,0.057557251908396945,0.43808049535603716,0.0025954198473282443,0.04179566563467492,0.000916030534351145,0.02476780185758514,0.000916030534351145,0.020123839009287926,0.0006106870229007634,0.015479876160990712,0.0003053435114503817,0.04489164086687306
10,0.004580152671755725,0.06346749226006192,0.06015267175572519,0.4551083591331269,0.002900763358778626,0.04179566563467492,0.000916030534351145,0.02631578947368421,0.000916030534351145,0.021671826625386997,0.0006106870229007634,0.018575851393188854,0.0003053435114503817,0.05108359133126935
11,0.004580152671755725,0.06656346749226007,0.06381679389312978,0.47368421052631576,0.002900763358778626,0.04643962848297214,0.001068702290076336,0.02631578947368421,0.001068702290076336,0.021671826625386997,0.0007633587786259542,0.018575851393188854,0.0004580152671755725,0.05108359133126935
12,0.004580152671755725,0.07120743034055728,0.06763358778625954,0.4938080495356037,0.0032061068702290076,0.04643962848297214,0.001068702290076336,0.030959752321981424,0.001068702290076336,0.02631578947368421,0.0007633587786259542,0.032507739938080496,0.0004580152671755725,0.05727554179566564
13,0.004732824427480916,0.07120743034055728,0.07022900763358779,0.5030959752321982,0.0032061068702290076,0.04953560371517028,0.0013740458015267176,0.030959752321981424,0.0012213740458015267,0.02631578947368421,0.000916030534351145,0.032507739938080496,0.0004580152671755725,0.06037151702786378
