,predus_fpr,predus_tpr,ispred_fpr,ispred_tpr,dockpred_fpr,dockpred_tpr,logisticregresion_fpr,logisticregresion_tpr,linearregression_fpr,linearregression_tpr,randomforest_fpr,randomforest_tpr
0,1.0,0.08504650024473813,1.0,0.08504650024473813,1.0,0.08504650024473813,1.0,0.08504650024473813,1.0,0.08504650024473813,1.0,0.08521333987248651
1,0.5625899280575539,0.25015994881637876,0.8992805755395683,0.1307531380753138,0.9899280575539569,0.09372020160741043,0.9985611510791367,0.0940379403794038,0.9985611510791367,0.0940379403794038,0.99568345323741,0.09059963341188793
2,0.5597122302158274,0.25276153346328784,0.8805755395683453,0.14923189465983908,0.9899280575539569,0.09396339797869435,0.9985611510791367,0.09424225964149918,0.9985611510791367,0.09424225964149918,0.99568345323741,0.09118460930293847
3,0.5597122302158274,0.2542483660130719,0.8647482014388489,0.1635374149659864,0.9899280575539569,0.09411764705882353,0.9985611510791367,0.09437041066086484,0.9985611510791367,0.09437041066086484,0.99568345323741,0.09129287598944591
4,0.5597122302158274,0.25592105263157894,0.841726618705036,0.17287234042553193,0.9899280575539569,0.09468758601706578,0.9985611510791367,0.09473109473109473,0.9985611510791367,0.09473109473109473,0.9942446043165467,0.10499924023704604
5,0.5597122302158274,0.2569352708058124,0.8345323741007195,0.1804604853764779,0.9899280575539569,0.09480501584676863,0.9985611510791367,0.0948346542771249,0.9985611510791367,0.0948346542771249,0.9942446043165467,0.10504712678625722
6,0.5597122302158274,0.2586436170212766,0.8330935251798561,0.18927754168028768,0.9899280575539569,0.09488346434974486,0.9985611510791367,0.0949124726477024,0.9985611510791367,0.0949124726477024,0.9942446043165467,0.10519104886588522
7,0.5597122302158274,0.25933333333333336,0.8258992805755395,0.19503907577302074,0.9899280575539569,0.09511959076455136,0.9985611510791367,0.09512061403508772,0.9985611510791367,0.09512061403508772,0.9928057553956835,0.10764430577223089
8,0.5582733812949641,0.25935828877005346,0.8201438848920863,0.20084566596194503,0.9899280575539569,0.09540979059769795,0.9985611510791367,0.09540830354687929,0.9985611510791367,0.09540830354687929,0.9928057553956835,0.10766110157590887
9,0.5582733812949641,0.25953177257525084,0.814388489208633,0.20626822157434402,0.9899280575539569,0.0955821061405946,0.9985611510791367,0.09555280187250448,0.9985611510791367,0.09555280187250448,0.9928057553956835,0.11015325670498084
10,0.5582733812949641,0.2612794612794613,0.8115107913669065,0.2103692651995524,0.9899280575539569,0.09570176658784253,0.9985611510791367,0.09567135373586987,0.9985611510791367,0.09567135373586987,0.9928057553956835,0.11032938919091781
11,0.5568345323741007,0.26290760869565216,0.8,0.21335379892555642,0.9899280575539569,0.09586178068830987,0.9985611510791367,0.09573734308180439,0.9985611510791367,0.09573734308180439,0.9928057553956835,0.11038233882578788
12,0.5568345323741007,0.26380368098159507,0.7942446043165468,0.2173228346456693,0.9798561151079137,0.09524475524475524,0.9985611510791367,0.09590934217799889,0.9985611510791367,0.09590934217799889,0.9928057553956835,0.11043533930857874
